title,rating,body,body_char_len,body_word_len,title_word_len,sentiment,full_text,clean_text,tokens,lemmatized_tokens,final_text
Third Class mobile by Samsung - DO NOT BUY,1,Don't BuyWorest mobile ever by SamsungI am Samsung user only.. otherwise we can get better mobile of other brands.. I want only Samsung brand. But this time it's totally waste of money.I am not happy with this model.. NO CAMERA Clearity..Heating problemCamera ProblemDisplay Third classDO NOT BUY,296,47,9,Negative,Third Class mobile by Samsung - DO NOT BUY Don't BuyWorest mobile ever by SamsungI am Samsung user only.. otherwise we can get better mobile of other brands.. I want only Samsung brand. But this time it's totally waste of money.I am not happy with this model.. NO CAMERA Clearity..Heating problemCamera ProblemDisplay Third classDO NOT BUY,third class mobile by samsung do not buy dont buyworest mobile ever by samsungi am samsung user only otherwise we can get better mobile of other brands i want only samsung brand but this time its totally waste of moneyi am not happy with this model no camera clearityheating problemcamera problemdisplay third classdo not buy,"['third', 'class', 'mobile', 'samsung', 'not', 'buy', 'dont', 'buyworest', 'mobile', 'ever', 'samsungi', 'samsung', 'user', 'otherwise', 'get', 'better', 'mobile', 'brands', 'want', 'samsung', 'brand', 'time', 'totally', 'waste', 'moneyi', 'not', 'happy', 'model', 'no', 'camera', 'clearityheating', 'problemcamera', 'problemdisplay', 'third', 'classdo', 'not', 'buy']","['third', 'class', 'mobile', 'samsung', 'not', 'buy', 'dont', 'buyworest', 'mobile', 'ever', 'samsungi', 'samsung', 'user', 'otherwise', 'get', 'better', 'mobile', 'brand', 'want', 'samsung', 'brand', 'time', 'totally', 'waste', 'moneyi', 'not', 'happy', 'model', 'no', 'camera', 'clearityheating', 'problemcamera', 'problemdisplay', 'third', 'classdo', 'not', 'buy']",third class mobile samsung not buy dont buyworest mobile ever samsungi samsung user otherwise get better mobile brand want samsung brand time totally waste moneyi not happy model no camera clearityheating problemcamera problemdisplay third classdo not buy
सैमसंग के मोबाइल के मेरे लिए बेस्ट रहते है।,4,ये सैमसंग का 5G का अच्छा मोबाइल है। मैं पहले सैमसंग का On 5 यूज करता था फिर सैमसंग का J7 max यूज किया अब ये M42 5G 8GB 128GB वाला मोबाइल यूज कर रहा हूं ।अभी तक मुझे सैमसंग के मोबाइल में कोई प्रोब्लम नही दिखाई दीआप भी ये 5G mobile ले अच्छी कीमत में बेस्ट 5G mobile है। मैं ने m12 भी घर के लिए लिया ये भी अच्छा मोबाइल है।धन्यवाद,326,73,9,Positive,सैमसंग के मोबाइल के मेरे लिए बेस्ट रहते है। ये सैमसंग का 5G का अच्छा मोबाइल है। मैं पहले सैमसंग का On 5 यूज करता था फिर सैमसंग का J7 max यूज किया अब ये M42 5G 8GB 128GB वाला मोबाइल यूज कर रहा हूं ।अभी तक मुझे सैमसंग के मोबाइल में कोई प्रोब्लम नही दिखाई दीआप भी ये 5G mobile ले अच्छी कीमत में बेस्ट 5G mobile है। मैं ने m12 भी घर के लिए लिया ये भी अच्छा मोबाइल है।धन्यवाद,सैमसंग के मोबाइल के मेरे लिए बेस्ट रहते है। ये सैमसंग का g का अच्छा मोबाइल है। मैं पहले सैमसंग का on यूज करता था फिर सैमसंग का j max यूज किया अब ये m g gb gb वाला मोबाइल यूज कर रहा हूं ।अभी तक मुझे सैमसंग के मोबाइल में कोई प्रोब्लम नही दिखाई दीआप भी ये g mobile ले अच्छी कीमत में बेस्ट g mobile है। मैं ने m भी घर के लिए लिया ये भी अच्छा मोबाइल है।धन्यवाद,"['सैमसंग', 'के', 'मोबाइल', 'के', 'मेरे', 'लिए', 'बेस्ट', 'रहते', 'है।', 'ये', 'सैमसंग', 'का', 'का', 'अच्छा', 'मोबाइल', 'है।', 'मैं', 'पहले', 'सैमसंग', 'का', 'यूज', 'करता', 'था', 'फिर', 'सैमसंग', 'का', 'max', 'यूज', 'किया', 'अब', 'ये', 'gb', 'gb', 'वाला', 'मोबाइल', 'यूज', 'कर', 'रहा', 'हूं', '।अभी', 'तक', 'मुझे', 'सैमसंग', 'के', 'मोबाइल', 'में', 'कोई', 'प्रोब्लम', 'नही', 'दिखाई', 'दीआप', 'भी', 'ये', 'mobile', 'ले', 'अच्छी', 'कीमत', 'में', 'बेस्ट', 'mobile', 'है।', 'मैं', 'ने', 'भी', 'घर', 'के', 'लिए', 'लिया', 'ये', 'भी', 'अच्छा', 'मोबाइल', 'है।धन्यवाद']","['सैमसंग', 'के', 'मोबाइल', 'के', 'मेरे', 'लिए', 'बेस्ट', 'रहते', 'है।', 'ये', 'सैमसंग', 'का', 'का', 'अच्छा', 'मोबाइल', 'है।', 'मैं', 'पहले', 'सैमसंग', 'का', 'यूज', 'करता', 'था', 'फिर', 'सैमसंग', 'का', 'max', 'यूज', 'किया', 'अब', 'ये', 'gb', 'gb', 'वाला', 'मोबाइल', 'यूज', 'कर', 'रहा', 'हूं', '।अभी', 'तक', 'मुझे', 'सैमसंग', 'के', 'मोबाइल', 'में', 'कोई', 'प्रोब्लम', 'नही', 'दिखाई', 'दीआप', 'भी', 'ये', 'mobile', 'ले', 'अच्छी', 'कीमत', 'में', 'बेस्ट', 'mobile', 'है।', 'मैं', 'ने', 'भी', 'घर', 'के', 'लिए', 'लिया', 'ये', 'भी', 'अच्छा', 'मोबाइल', 'है।धन्यवाद']",सैमसंग के मोबाइल के मेरे लिए बेस्ट रहते है। ये सैमसंग का का अच्छा मोबाइल है। मैं पहले सैमसंग का यूज करता था फिर सैमसंग का max यूज किया अब ये gb gb वाला मोबाइल यूज कर रहा हूं ।अभी तक मुझे सैमसंग के मोबाइल में कोई प्रोब्लम नही दिखाई दीआप भी ये mobile ले अच्छी कीमत में बेस्ट mobile है। मैं ने भी घर के लिए लिया ये भी अच्छा मोबाइल है।धन्यवाद
Its like a handy laptop along with phone call options.I loved it,4,Its grip is great.you dont need a cover to avoid fall.cameras are great. Its a feast to take any kind of pictures with numerous options.Screen size is just right for watching videos and reading ebooks.Quick accezsbiljty options to lock unlock screen is very handy.Memory is big.dont have to worry about cleaning up space often,326,54,12,Positive,Its like a handy laptop along with phone call options.I loved it Its grip is great.you dont need a cover to avoid fall.cameras are great. Its a feast to take any kind of pictures with numerous options.Screen size is just right for watching videos and reading ebooks.Quick accezsbiljty options to lock unlock screen is very handy.Memory is big.dont have to worry about cleaning up space often,its like a handy laptop along with phone call optionsi loved it its grip is greatyou dont need a cover to avoid fallcameras are great its a feast to take any kind of pictures with numerous optionsscreen size is just right for watching videos and reading ebooksquick accezsbiljty options to lock unlock screen is very handymemory is bigdont have to worry about cleaning up space often,"['like', 'handy', 'laptop', 'along', 'phone', 'call', 'optionsi', 'loved', 'grip', 'greatyou', 'dont', 'need', 'cover', 'avoid', 'fallcameras', 'great', 'feast', 'take', 'kind', 'pictures', 'numerous', 'optionsscreen', 'size', 'right', 'watching', 'videos', 'reading', 'ebooksquick', 'accezsbiljty', 'options', 'lock', 'unlock', 'screen', 'handymemory', 'bigdont', 'worry', 'cleaning', 'space', 'often']","['like', 'handy', 'laptop', 'along', 'phone', 'call', 'optionsi', 'loved', 'grip', 'greatyou', 'dont', 'need', 'cover', 'avoid', 'fallcameras', 'great', 'feast', 'take', 'kind', 'picture', 'numerous', 'optionsscreen', 'size', 'right', 'watching', 'video', 'reading', 'ebooksquick', 'accezsbiljty', 'option', 'lock', 'unlock', 'screen', 'handymemory', 'bigdont', 'worry', 'cleaning', 'space', 'often']",like handy laptop along phone call optionsi loved grip greatyou dont need cover avoid fallcameras great feast take kind picture numerous optionsscreen size right watching video reading ebooksquick accezsbiljty option lock unlock screen handymemory bigdont worry cleaning space often
"Battery life is awesome, Camera is pathetic",3,Only who want big battery with fast charging can go with it.Pros: Awesome battery lifeFast chargingSpeaker is loud and crystal clearLike the placement of figure print senserCons: Pathetic camera output is not even 8 megapixel levelToo heavy and bulkyDisplay is average,268,41,7,Neutral,"Battery life is awesome, Camera is pathetic Only who want big battery with fast charging can go with it.Pros: Awesome battery lifeFast chargingSpeaker is loud and crystal clearLike the placement of figure print senserCons: Pathetic camera output is not even 8 megapixel levelToo heavy and bulkyDisplay is average",battery life is awesome camera is pathetic only who want big battery with fast charging can go with itpros awesome battery lifefast chargingspeaker is loud and crystal clearlike the placement of figure print sensercons pathetic camera output is not even megapixel leveltoo heavy and bulkydisplay is average,"['battery', 'life', 'awesome', 'camera', 'pathetic', 'want', 'big', 'battery', 'fast', 'charging', 'go', 'itpros', 'awesome', 'battery', 'lifefast', 'chargingspeaker', 'loud', 'crystal', 'clearlike', 'placement', 'figure', 'print', 'sensercons', 'pathetic', 'camera', 'output', 'not', 'even', 'megapixel', 'leveltoo', 'heavy', 'bulkydisplay', 'average']","['battery', 'life', 'awesome', 'camera', 'pathetic', 'want', 'big', 'battery', 'fast', 'charging', 'go', 'itpros', 'awesome', 'battery', 'lifefast', 'chargingspeaker', 'loud', 'crystal', 'clearlike', 'placement', 'figure', 'print', 'sensercons', 'pathetic', 'camera', 'output', 'not', 'even', 'megapixel', 'leveltoo', 'heavy', 'bulkydisplay', 'average']",battery life awesome camera pathetic want big battery fast charging go itpros awesome battery lifefast chargingspeaker loud crystal clearlike placement figure print sensercons pathetic camera output not even megapixel leveltoo heavy bulkydisplay average
Poor screen durability,3,One drop within 1ft height ... Screen shattered ... Though phone spec & display is good ... screen is not at all durable. Same screen shatter issue in M31 as well.,163,31,3,Neutral,Poor screen durability One drop within 1ft height ... Screen shattered ... Though phone spec & display is good ... screen is not at all durable. Same screen shatter issue in M31 as well.,poor screen durability one drop within ft height screen shattered though phone spec display is good screen is not at all durable same screen shatter issue in m as well,"['poor', 'screen', 'durability', 'one', 'drop', 'within', 'ft', 'height', 'screen', 'shattered', 'though', 'phone', 'spec', 'display', 'good', 'screen', 'not', 'durable', 'screen', 'shatter', 'issue', 'well']","['poor', 'screen', 'durability', 'one', 'drop', 'within', 'ft', 'height', 'screen', 'shattered', 'though', 'phone', 'spec', 'display', 'good', 'screen', 'not', 'durable', 'screen', 'shatter', 'issue', 'well']",poor screen durability one drop within ft height screen shattered though phone spec display good screen not durable screen shatter issue well
Great phone,4,"Great phone, my son is using this phone for some time now. Overall happy with performance. Only thing that is missed is 5 ghtz wifi capability. Also a little heavy in wt. But otherwise a great phone.",199,37,2,Positive,"Great phone Great phone, my son is using this phone for some time now. Overall happy with performance. Only thing that is missed is 5 ghtz wifi capability. Also a little heavy in wt. But otherwise a great phone.",great phone great phone my son is using this phone for some time now overall happy with performance only thing that is missed is ghtz wifi capability also a little heavy in wt but otherwise a great phone,"['great', 'phone', 'great', 'phone', 'son', 'using', 'phone', 'time', 'overall', 'happy', 'performance', 'thing', 'missed', 'ghtz', 'wifi', 'capability', 'also', 'little', 'heavy', 'wt', 'otherwise', 'great', 'phone']","['great', 'phone', 'great', 'phone', 'son', 'using', 'phone', 'time', 'overall', 'happy', 'performance', 'thing', 'missed', 'ghtz', 'wifi', 'capability', 'also', 'little', 'heavy', 'wt', 'otherwise', 'great', 'phone']",great phone great phone son using phone time overall happy performance thing missed ghtz wifi capability also little heavy wt otherwise great phone
Worth buying,5,Little bulky  in hand after  putting case cover I felt little  heavy  in hand  otherwise  all performance  and quality  is very good and decent mobile  to buy...,161,27,2,Positive,Worth buying Little bulky  in hand after  putting case cover I felt little  heavy  in hand  otherwise  all performance  and quality  is very good and decent mobile  to buy...,worth buying little bulky in hand after putting case cover i felt little heavy in hand otherwise all performance and quality is very good and decent mobile to buy,"['worth', 'buying', 'little', 'bulky', 'hand', 'putting', 'case', 'cover', 'felt', 'little', 'heavy', 'hand', 'otherwise', 'performance', 'quality', 'good', 'decent', 'mobile', 'buy']","['worth', 'buying', 'little', 'bulky', 'hand', 'putting', 'case', 'cover', 'felt', 'little', 'heavy', 'hand', 'otherwise', 'performance', 'quality', 'good', 'decent', 'mobile', 'buy']",worth buying little bulky hand putting case cover felt little heavy hand otherwise performance quality good decent mobile buy
Battery and camera,2,"Dislike,  Camera and battery is not as expected, remaining is as usual. No change .I think  samsung should stopped making phoneOr either samsung is now developing fake product andWe r paying hard core money to buy this brand.Battery starts  from 84 percent and within 5 hours it become 20 percent in normal use mode.",316,54,3,Negative,"Battery and camera Dislike,  Camera and battery is not as expected, remaining is as usual. No change .I think  samsung should stopped making phoneOr either samsung is now developing fake product andWe r paying hard core money to buy this brand.Battery starts  from 84 percent and within 5 hours it become 20 percent in normal use mode.",battery and camera dislike camera and battery is not as expected remaining is as usual no change i think samsung should stopped making phoneor either samsung is now developing fake product andwe r paying hard core money to buy this brandbattery starts from percent and within hours it become percent in normal use mode,"['battery', 'camera', 'dislike', 'camera', 'battery', 'not', 'expected', 'remaining', 'usual', 'no', 'change', 'think', 'samsung', 'stopped', 'making', 'phoneor', 'either', 'samsung', 'developing', 'fake', 'product', 'andwe', 'paying', 'hard', 'core', 'money', 'buy', 'brandbattery', 'starts', 'percent', 'within', 'hours', 'become', 'percent', 'normal', 'use', 'mode']","['battery', 'camera', 'dislike', 'camera', 'battery', 'not', 'expected', 'remaining', 'usual', 'no', 'change', 'think', 'samsung', 'stopped', 'making', 'phoneor', 'either', 'samsung', 'developing', 'fake', 'product', 'andwe', 'paying', 'hard', 'core', 'money', 'buy', 'brandbattery', 'start', 'percent', 'within', 'hour', 'become', 'percent', 'normal', 'use', 'mode']",battery camera dislike camera battery not expected remaining usual no change think samsung stopped making phoneor either samsung developing fake product andwe paying hard core money buy brandbattery start percent within hour become percent normal use mode
worth of money,5,"High speed, Hi quality camera & speakers, latest features",57,9,3,Positive,"worth of money High speed, Hi quality camera & speakers, latest features",worth of money high speed hi quality camera speakers latest features,"['worth', 'money', 'high', 'speed', 'hi', 'quality', 'camera', 'speakers', 'latest', 'features']","['worth', 'money', 'high', 'speed', 'hi', 'quality', 'camera', 'speaker', 'latest', 'feature']",worth money high speed hi quality camera speaker latest feature
Nice but Heavy,4,"All the features are good v nice camera, value for money but the only problem is that the phone is little heavy and after putting a back cover it becomes more heavy, rest it's superb product from samsung 👌👍",206,39,3,Positive,"Nice but Heavy All the features are good v nice camera, value for money but the only problem is that the phone is little heavy and after putting a back cover it becomes more heavy, rest it's superb product from samsung 👌👍",nice but heavy all the features are good v nice camera value for money but the only problem is that the phone is little heavy and after putting a back cover it becomes more heavy rest its superb product from samsung 👌👍,"['nice', 'heavy', 'features', 'good', 'nice', 'camera', 'value', 'money', 'problem', 'phone', 'little', 'heavy', 'putting', 'back', 'cover', 'becomes', 'heavy', 'rest', 'superb', 'product', 'samsung', '👌👍']","['nice', 'heavy', 'feature', 'good', 'nice', 'camera', 'value', 'money', 'problem', 'phone', 'little', 'heavy', 'putting', 'back', 'cover', 'becomes', 'heavy', 'rest', 'superb', 'product', 'samsung', '👌👍']",nice heavy feature good nice camera value money problem phone little heavy putting back cover becomes heavy rest superb product samsung 👌👍
Good,4,As we know Samsung is a leading worth brand. I bought this mobile 2 months before. Up to today it is working well. Cemera accessiblty should be improve. Un necessary apps and ads showing. But quality is good.,208,38,1,Positive,Good As we know Samsung is a leading worth brand. I bought this mobile 2 months before. Up to today it is working well. Cemera accessiblty should be improve. Un necessary apps and ads showing. But quality is good.,good as we know samsung is a leading worth brand i bought this mobile months before up to today it is working well cemera accessiblty should be improve un necessary apps and ads showing but quality is good,"['good', 'know', 'samsung', 'leading', 'worth', 'brand', 'bought', 'mobile', 'months', 'today', 'working', 'well', 'cemera', 'accessiblty', 'improve', 'un', 'necessary', 'apps', 'ads', 'showing', 'quality', 'good']","['good', 'know', 'samsung', 'leading', 'worth', 'brand', 'bought', 'mobile', 'month', 'today', 'working', 'well', 'cemera', 'accessiblty', 'improve', 'un', 'necessary', 'apps', 'ad', 'showing', 'quality', 'good']",good know samsung leading worth brand bought mobile month today working well cemera accessiblty improve un necessary apps ad showing quality good
Awesome,5,Pros.Good battery backupGood quality cameraFast response of finger printCons.Little bit bulkyPhone take few second after restartSome time shutter pop up automatically,166,21,1,Positive,Awesome Pros.Good battery backupGood quality cameraFast response of finger printCons.Little bit bulkyPhone take few second after restartSome time shutter pop up automatically,awesome prosgood battery backupgood quality camerafast response of finger printconslittle bit bulkyphone take few second after restartsome time shutter pop up automatically,"['awesome', 'prosgood', 'battery', 'backupgood', 'quality', 'camerafast', 'response', 'finger', 'printconslittle', 'bit', 'bulkyphone', 'take', 'second', 'restartsome', 'time', 'shutter', 'pop', 'automatically']","['awesome', 'prosgood', 'battery', 'backupgood', 'quality', 'camerafast', 'response', 'finger', 'printconslittle', 'bit', 'bulkyphone', 'take', 'second', 'restartsome', 'time', 'shutter', 'pop', 'automatically']",awesome prosgood battery backupgood quality camerafast response finger printconslittle bit bulkyphone take second restartsome time shutter pop automatically
Best pick under this price range,5,"Best pick in this price range, if you want quality and brand trust, just go for it.Only this I did not like about this is camera quality could be better, other than that everything is great with this product.",208,39,6,Positive,"Best pick under this price range Best pick in this price range, if you want quality and brand trust, just go for it.Only this I did not like about this is camera quality could be better, other than that everything is great with this product.",best pick under this price range best pick in this price range if you want quality and brand trust just go for itonly this i did not like about this is camera quality could be better other than that everything is great with this product,"['best', 'pick', 'price', 'range', 'best', 'pick', 'price', 'range', 'want', 'quality', 'brand', 'trust', 'go', 'itonly', 'not', 'like', 'camera', 'quality', 'could', 'better', 'everything', 'great', 'product']","['best', 'pick', 'price', 'range', 'best', 'pick', 'price', 'range', 'want', 'quality', 'brand', 'trust', 'go', 'itonly', 'not', 'like', 'camera', 'quality', 'could', 'better', 'everything', 'great', 'product']",best pick price range best pick price range want quality brand trust go itonly not like camera quality could better everything great product
Honest review,4,If you are looking budget samsung phone with great battery life and if you your hands can hold 1/4 kg weight (LoL) then go for it. Keeping in mind that camera 📸 quality average so don't expect much. Display is great with 90hz refresh rate gives you better screen experience.,274,50,2,Positive,Honest review If you are looking budget samsung phone with great battery life and if you your hands can hold 1/4 kg weight (LoL) then go for it. Keeping in mind that camera 📸 quality average so don't expect much. Display is great with 90hz refresh rate gives you better screen experience.,honest review if you are looking budget samsung phone with great battery life and if you your hands can hold kg weight lol then go for it keeping in mind that camera 📸 quality average so dont expect much display is great with hz refresh rate gives you better screen experience,"['honest', 'review', 'looking', 'budget', 'samsung', 'phone', 'great', 'battery', 'life', 'hands', 'hold', 'kg', 'weight', 'lol', 'go', 'keeping', 'mind', 'camera', 'quality', 'average', 'dont', 'expect', 'much', 'display', 'great', 'hz', 'refresh', 'rate', 'gives', 'better', 'screen', 'experience']","['honest', 'review', 'looking', 'budget', 'samsung', 'phone', 'great', 'battery', 'life', 'hand', 'hold', 'kg', 'weight', 'lol', 'go', 'keeping', 'mind', 'camera', 'quality', 'average', 'dont', 'expect', 'much', 'display', 'great', 'hz', 'refresh', 'rate', 'give', 'better', 'screen', 'experience']",honest review looking budget samsung phone great battery life hand hold kg weight lol go keeping mind camera quality average dont expect much display great hz refresh rate give better screen experience
Good one,5,Justifies the reviews in Google.Satisfactory performanceGood battery lifeGood quality sound in music and also in talking,120,16,2,Positive,Good one Justifies the reviews in Google.Satisfactory performanceGood battery lifeGood quality sound in music and also in talking,good one justifies the reviews in googlesatisfactory performancegood battery lifegood quality sound in music and also in talking,"['good', 'one', 'justifies', 'reviews', 'googlesatisfactory', 'performancegood', 'battery', 'lifegood', 'quality', 'sound', 'music', 'also', 'talking']","['good', 'one', 'justifies', 'review', 'googlesatisfactory', 'performancegood', 'battery', 'lifegood', 'quality', 'sound', 'music', 'also', 'talking']",good one justifies review googlesatisfactory performancegood battery lifegood quality sound music also talking
After around 1 week of use,4,I am using this as my main phone and it is nice. The fingerprint reader... I don't like it because sometimes I accidentally put my thumb on it and it unlocks my phone. The camera is nice and I like that I can edit the portrait photos after taking them.I will update this review after a month of use.,299,59,6,Positive,After around 1 week of use I am using this as my main phone and it is nice. The fingerprint reader... I don't like it because sometimes I accidentally put my thumb on it and it unlocks my phone. The camera is nice and I like that I can edit the portrait photos after taking them.I will update this review after a month of use.,after around week of use i am using this as my main phone and it is nice the fingerprint reader i dont like it because sometimes i accidentally put my thumb on it and it unlocks my phone the camera is nice and i like that i can edit the portrait photos after taking themi will update this review after a month of use,"['around', 'week', 'use', 'using', 'main', 'phone', 'nice', 'fingerprint', 'reader', 'dont', 'like', 'sometimes', 'accidentally', 'put', 'thumb', 'unlocks', 'phone', 'camera', 'nice', 'like', 'edit', 'portrait', 'photos', 'taking', 'themi', 'update', 'review', 'month', 'use']","['around', 'week', 'use', 'using', 'main', 'phone', 'nice', 'fingerprint', 'reader', 'dont', 'like', 'sometimes', 'accidentally', 'put', 'thumb', 'unlocks', 'phone', 'camera', 'nice', 'like', 'edit', 'portrait', 'photo', 'taking', 'themi', 'update', 'review', 'month', 'use']",around week use using main phone nice fingerprint reader dont like sometimes accidentally put thumb unlocks phone camera nice like edit portrait photo taking themi update review month use
Rough ang Tough model,5,"Writing this review after using three weeks...Samsung introduced superb model, quite heavy.... battery life superb... finger sensor work exllent but not true HD display....camera is average...but okay...for simple users it excellent and also recommend for rough users.....all over it is value for money...",305,43,4,Positive,"Rough ang Tough model Writing this review after using three weeks...Samsung introduced superb model, quite heavy.... battery life superb... finger sensor work exllent but not true HD display....camera is average...but okay...for simple users it excellent and also recommend for rough users.....all over it is value for money...",rough ang tough model writing this review after using three weekssamsung introduced superb model quite heavy battery life superb finger sensor work exllent but not true hd displaycamera is averagebut okayfor simple users it excellent and also recommend for rough usersall over it is value for money,"['rough', 'ang', 'tough', 'model', 'writing', 'review', 'using', 'three', 'weekssamsung', 'introduced', 'superb', 'model', 'quite', 'heavy', 'battery', 'life', 'superb', 'finger', 'sensor', 'work', 'exllent', 'not', 'true', 'hd', 'displaycamera', 'averagebut', 'okayfor', 'simple', 'users', 'excellent', 'also', 'recommend', 'rough', 'usersall', 'value', 'money']","['rough', 'ang', 'tough', 'model', 'writing', 'review', 'using', 'three', 'weekssamsung', 'introduced', 'superb', 'model', 'quite', 'heavy', 'battery', 'life', 'superb', 'finger', 'sensor', 'work', 'exllent', 'not', 'true', 'hd', 'displaycamera', 'averagebut', 'okayfor', 'simple', 'user', 'excellent', 'also', 'recommend', 'rough', 'usersall', 'value', 'money']",rough ang tough model writing review using three weekssamsung introduced superb model quite heavy battery life superb finger sensor work exllent not true hd displaycamera averagebut okayfor simple user excellent also recommend rough usersall value money
SAMSUNG is the best product I have used ever,5,I think this is the perfect and wonderful product.the SAMSUNG brand is always doing ultimate and it's quality is so good..and massive battery long last ever and I like it very much.awesome camera and awesome display. Quick reading fingerprint sensor.and totally a good functiong awesome product.proud to buy this product and always buy samsung product....,355,55,9,Positive,SAMSUNG is the best product I have used ever I think this is the perfect and wonderful product.the SAMSUNG brand is always doing ultimate and it's quality is so good..and massive battery long last ever and I like it very much.awesome camera and awesome display. Quick reading fingerprint sensor.and totally a good functiong awesome product.proud to buy this product and always buy samsung product....,samsung is the best product i have used ever i think this is the perfect and wonderful productthe samsung brand is always doing ultimate and its quality is so goodand massive battery long last ever and i like it very muchawesome camera and awesome display quick reading fingerprint sensorand totally a good functiong awesome productproud to buy this product and always buy samsung product,"['samsung', 'best', 'product', 'used', 'ever', 'think', 'perfect', 'wonderful', 'productthe', 'samsung', 'brand', 'always', 'ultimate', 'quality', 'goodand', 'massive', 'battery', 'long', 'last', 'ever', 'like', 'muchawesome', 'camera', 'awesome', 'display', 'quick', 'reading', 'fingerprint', 'sensorand', 'totally', 'good', 'functiong', 'awesome', 'productproud', 'buy', 'product', 'always', 'buy', 'samsung', 'product']","['samsung', 'best', 'product', 'used', 'ever', 'think', 'perfect', 'wonderful', 'productthe', 'samsung', 'brand', 'always', 'ultimate', 'quality', 'goodand', 'massive', 'battery', 'long', 'last', 'ever', 'like', 'muchawesome', 'camera', 'awesome', 'display', 'quick', 'reading', 'fingerprint', 'sensorand', 'totally', 'good', 'functiong', 'awesome', 'productproud', 'buy', 'product', 'always', 'buy', 'samsung', 'product']",samsung best product used ever think perfect wonderful productthe samsung brand always ultimate quality goodand massive battery long last ever like muchawesome camera awesome display quick reading fingerprint sensorand totally good functiong awesome productproud buy product always buy samsung product
M12,5,Nice phone...,13,2,1,Positive,M12 Nice phone...,m nice phone,"['nice', 'phone']","['nice', 'phone']",nice phone
not best but good product overall at this price,4,"good  looks , good display , good picture quality , good screen , better grip, very nice back camera, speed is good , finger print and face unlock is very fast ,  but the front camera is  ok  not upto the mark . OVERALL product is good at this range but front camera in little bit  disappointment.",297,57,9,Positive,"not best but good product overall at this price good  looks , good display , good picture quality , good screen , better grip, very nice back camera, speed is good , finger print and face unlock is very fast ,  but the front camera is  ok  not upto the mark . OVERALL product is good at this range but front camera in little bit  disappointment.",not best but good product overall at this price good looks good display good picture quality good screen better grip very nice back camera speed is good finger print and face unlock is very fast but the front camera is ok not upto the mark overall product is good at this range but front camera in little bit disappointment,"['not', 'best', 'good', 'product', 'overall', 'price', 'good', 'looks', 'good', 'display', 'good', 'picture', 'quality', 'good', 'screen', 'better', 'grip', 'nice', 'back', 'camera', 'speed', 'good', 'finger', 'print', 'face', 'unlock', 'fast', 'front', 'camera', 'ok', 'not', 'upto', 'mark', 'overall', 'product', 'good', 'range', 'front', 'camera', 'little', 'bit', 'disappointment']","['not', 'best', 'good', 'product', 'overall', 'price', 'good', 'look', 'good', 'display', 'good', 'picture', 'quality', 'good', 'screen', 'better', 'grip', 'nice', 'back', 'camera', 'speed', 'good', 'finger', 'print', 'face', 'unlock', 'fast', 'front', 'camera', 'ok', 'not', 'upto', 'mark', 'overall', 'product', 'good', 'range', 'front', 'camera', 'little', 'bit', 'disappointment']",not best good product overall price good look good display good picture quality good screen better grip nice back camera speed good finger print face unlock fast front camera ok not upto mark overall product good range front camera little bit disappointment
Go for it,5,"Humongous phone, good battery life and very good display. The phone is reasonably fast and unlock works swiftly. Its a beautiful buy in this price range and million times better than chinese trash. I dont have any concerns yet.",227,39,3,Positive,"Go for it Humongous phone, good battery life and very good display. The phone is reasonably fast and unlock works swiftly. Its a beautiful buy in this price range and million times better than chinese trash. I dont have any concerns yet.",go for it humongous phone good battery life and very good display the phone is reasonably fast and unlock works swiftly its a beautiful buy in this price range and million times better than chinese trash i dont have any concerns yet,"['go', 'humongous', 'phone', 'good', 'battery', 'life', 'good', 'display', 'phone', 'reasonably', 'fast', 'unlock', 'works', 'swiftly', 'beautiful', 'buy', 'price', 'range', 'million', 'times', 'better', 'chinese', 'trash', 'dont', 'concerns', 'yet']","['go', 'humongous', 'phone', 'good', 'battery', 'life', 'good', 'display', 'phone', 'reasonably', 'fast', 'unlock', 'work', 'swiftly', 'beautiful', 'buy', 'price', 'range', 'million', 'time', 'better', 'chinese', 'trash', 'dont', 'concern', 'yet']",go humongous phone good battery life good display phone reasonably fast unlock work swiftly beautiful buy price range million time better chinese trash dont concern yet
